serie Name,"país Name","2015"
"Gross graduation ratio, tertiary, female (%)","Afghanistan","NA"
"Gross graduation ratio, tertiary, female (%)","Albania","51.3636"
"Gross graduation ratio, tertiary, female (%)","Algeria","NA"
"Gross graduation ratio, tertiary, female (%)","American Samoa","NA"
"Gross graduation ratio, tertiary, female (%)","Andorra","NA"
"Gross graduation ratio, tertiary, female (%)","Angola","NA"
"Gross graduation ratio, tertiary, female (%)","Antigua and Barbuda","NA"
"Gross graduation ratio, tertiary, female (%)","Arab World","NA"
"Gross graduation ratio, tertiary, female (%)","Argentina","NA"
"Gross graduation ratio, tertiary, female (%)","Armenia","47.1123"
"Gross graduation ratio, tertiary, female (%)","Aruba","NA"
"Gross graduation ratio, tertiary, female (%)","Australia","70.18938"
"Gross graduation ratio, tertiary, female (%)","Austria","42.15922"
"Gross graduation ratio, tertiary, female (%)","Azerbaijan","15.76729"
"Gross graduation ratio, tertiary, female (%)","Bahamas, The","NA"
"Gross graduation ratio, tertiary, female (%)","Bahrain","30.82952"
"Gross graduation ratio, tertiary, female (%)","Bangladesh","NA"
"Gross graduation ratio, tertiary, female (%)","Barbados","NA"
"Gross graduation ratio, tertiary, female (%)","Belarus","NA"
"Gross graduation ratio, tertiary, female (%)","Belgium","NA"
"Gross graduation ratio, tertiary, female (%)","Belize","9.55902"
"Gross graduation ratio, tertiary, female (%)","Benin","NA"
"Gross graduation ratio, tertiary, female (%)","Bermuda","NA"
"Gross graduation ratio, tertiary, female (%)","Bhutan","NA"
"Gross graduation ratio, tertiary, female (%)","Bolivia","NA"
"Gross graduation ratio, tertiary, female (%)","Bosnia and Herzegovina","NA"
"Gross graduation ratio, tertiary, female (%)","Botswana","NA"
"Gross graduation ratio, tertiary, female (%)","Brazil","NA"
"Gross graduation ratio, tertiary, female (%)","British Virgin Islands","NA"
"Gross graduation ratio, tertiary, female (%)","Brunei Darussalam","NA"
"Gross graduation ratio, tertiary, female (%)","Bulgaria","55.3212"
"Gross graduation ratio, tertiary, female (%)","Burkina Faso","NA"
"Gross graduation ratio, tertiary, female (%)","Burundi","NA"
"Gross graduation ratio, tertiary, female (%)","Cabo Verde","NA"
"Gross graduation ratio, tertiary, female (%)","Cambodia","NA"
"Gross graduation ratio, tertiary, female (%)","Cameroon","NA"
"Gross graduation ratio, tertiary, female (%)","Canada","NA"
"Gross graduation ratio, tertiary, female (%)","Caribbean small states","NA"
"Gross graduation ratio, tertiary, female (%)","Cayman Islands","NA"
"Gross graduation ratio, tertiary, female (%)","Central African Republic","NA"
"Gross graduation ratio, tertiary, female (%)","Central Europe and the Baltics","NA"
"Gross graduation ratio, tertiary, female (%)","Chad","NA"
"Gross graduation ratio, tertiary, female (%)","Channel Islands","NA"
"Gross graduation ratio, tertiary, female (%)","Chile","NA"
"Gross graduation ratio, tertiary, female (%)","China","31.43303"
"Gross graduation ratio, tertiary, female (%)","Colombia","23.97879"
"Gross graduation ratio, tertiary, female (%)","Comoros","NA"
"Gross graduation ratio, tertiary, female (%)","Congo, Dem. Rep.","NA"
"Gross graduation ratio, tertiary, female (%)","Congo, Rep.","NA"
"Gross graduation ratio, tertiary, female (%)","Costa Rica","NA"
